gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner;marriage;break;divorce;child;sep_from_par;work;education;last_event
f;higher;city;yes;sev_a_year;6g;0;1;0;0;1;0;1;1;;261;;;268;;250;283;sep
f;professional;city;yes;sev_a_year;7g;1;1;0;0;1;1;1;1;204;216;;;215;218;219;353;br
f;general;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;238;;;;225;226;225;child
f;professional;city;yes;never;8g;1;1;0;0;1;0;1;1;204;206;;;216;;205;217;sep
f;professional;city;yes;sev_a_year;1g;0;1;0;0;0;1;1;1;;340;;;;195;207;201;child
f;professional;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;222;;;;183;219;217;child
f;professional;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;256;;;;209;222;221;child
f;professional;city;yes;never;7g;0;1;0;0;1;1;1;1;;219;;;231;217;196;316;div
f;higher;city;yes;min_once_a_month;8g;1;1;1;1;0;1;1;0;302;304;376;377;;275;262;;education
f;higher;city;no;never;2g;0;1;0;0;1;0;1;1;;340;;;360;;271;270;sep
f;general;city;no;never;5g;0;1;0;0;0;1;1;1;;293;;;;208;208;229;child
f;general;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;287;;;;235;235;209;child
m;higher;city;yes;never;9g;0;1;0;0;0;1;1;1;;281;;;;209;277;275;child
f;professional;city;yes;min_once_a_month;7g;0;1;0;0;1;1;1;1;;305;;;318;305;207;254;div
f;general;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;313;;;;255;193;229;child
m;general;city;yes;sev_a_year;5g;0;1;0;0;1;1;0;1;;252;;;257;253;;254;work
f;higher;city;yes;sev_a_year;5g;1;0;1;0;0;1;1;1;309;;317;;;212;271;269;child
f;higher;city;yes;min_once_a_month;8g;1;1;0;1;1;1;1;1;329;232;;299;245;232;242;267;br
f;professional;city;yes;never;10g;1;1;0;0;1;0;1;1;210;215;;;221;;219;232;sep
f;professional;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;205;209;;;224;205;216;215;br
f;higher;city;no;never;7g;0;1;0;0;1;0;1;1;;379;;;409;;205;336;div
m;higher;city;yes;never;10g;0;1;0;0;0;1;1;1;;345;;;;215;286;283;child
m;higher;city;no;never;10g;0;0;0;0;0;0;1;0;;;;;;;218;;education
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;1;;275;;;286;196;196;208;div
f;professional;city;yes;never;6g;0;1;0;1;1;1;1;0;;211;;225;233;223;204;;education
f;professional;city;yes;never;1g;0;1;0;0;1;1;1;0;;461;;;341;244;244;;education
f;professional;city;yes;never;5g;1;0;1;0;0;1;1;1;244;;247;;;211;243;242;child
m;professional;city;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;215;work
f;professional;city;yes;sev_a_year;1g;1;0;0;0;1;1;1;1;331;;;;230;208;272;271;marriage
m;general;city;yes;sev_a_year;10g;1;0;0;0;0;1;1;1;266;;;;;211;203;284;child
f;professional;city;no;sev_a_year;11g;1;1;0;0;0;1;1;1;229;249;;;;222;222;256;child
f;professional;city;yes;sev_a_year;4g;0;0;0;0;0;1;1;1;;;;;;278;191;206;child
f;higher;city;yes;min_once_a_month;3g;0;0;0;0;0;1;1;1;;;;;;207;267;265;marriage
f;higher;city;yes;never;3g;1;0;0;0;1;1;1;1;341;;;;360;231;232;337;br
f;professional;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;234;;;240;234;208;;education
f;higher;city;yes;sev_a_year;10g;1;0;0;0;1;1;0;1;235;;;;241;235;;263;work
f;professional;city;yes;min_once_a_month;7g;1;1;0;0;0;0;1;1;302;304;;;;;190;223;child
f;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;264;;;273;264;210;;education
f;professional;city;yes;never;10g;1;1;0;0;1;1;1;1;276;282;;;286;276;249;232;br
f;professional;city;yes;sev_a_year;7g;1;1;0;0;1;1;1;1;204;212;;;217;258;241;214;br
m;general;city;yes;never;3g;1;1;0;0;0;1;1;1;288;290;;;;279;175;222;child
f;higher;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;324;;;;264;265;262;child
m;general;city;no;never;8g;1;1;1;0;1;1;1;1;309;312;325;;321;208;257;253;div
f;professional;city;yes;never;2g;0;1;0;0;0;1;1;1;;266;;;;227;250;248;child
f;general;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;232;;;;232;220;218;child
m;general;city;no;never;2g;0;1;0;0;1;0;1;1;;306;;;312;;199;234;sep
f;professional;city;no;never;2g;0;1;0;1;0;1;1;0;;241;;335;;214;276;;education
f;professional;city;yes;never;8g;0;1;0;0;1;1;1;0;;317;;;344;206;216;;education
f;professional;city;yes;min_once_a_month;11g;1;0;0;0;1;1;1;1;214;;;;243;203;274;238;br
f;higher;city;yes;sev_a_year;10g;0;1;0;0;1;1;0;1;;263;;;274;301;;263;work
f;professional;city;yes;never;7g;0;0;0;0;0;1;1;1;;;;;;207;230;228;child
m;professional;city;yes;once_a_week;6g;1;1;0;0;0;1;1;1;269;318;;;;248;260;293;child
m;professional;city;no;never;9g;1;0;0;0;1;1;1;1;291;;;;296;291;195;219;marriage
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;252;;;;219;208;241;child
f;professional;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;253;;;;212;221;221;child
f;professional;city;yes;sev_a_year;7g;0;0;0;0;0;1;1;1;;;;;;212;223;283;marriage
m;professional;city;no;never;9g;1;1;1;0;1;1;1;1;262;264;319;;274;264;180;212;div
m;professional;city;yes;sev_a_year;9g;1;0;0;0;0;1;1;1;247;;;;;222;212;212;br
f;professional;city;yes;sev_a_year;3g;0;0;0;0;1;0;1;1;;;;;294;;215;324;sep
m;general;city;yes;never;3g;0;1;0;0;1;0;1;1;;366;;;376;;210;243;sep
f;professional;city;no;never;7g;0;0;0;0;1;0;1;1;;;;;376;;247;317;sep
m;higher;city;yes;never;5g;0;1;0;0;0;1;1;1;;259;;;;209;269;269;child
f;general;city;yes;sev_a_week;4g;0;1;0;1;1;1;1;0;;260;;327;271;217;194;;education
f;professional;city;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;257;;;294;;230;275;sep
m;higher;city;no;never;7g;0;1;0;0;1;1;1;0;;310;;;332;213;336;;education
m;general;city;yes;never;10g;1;1;0;0;1;0;1;1;307;318;;;333;;235;220;sep
f;general;city;yes;sev_a_year;5g;1;1;0;0;1;1;1;1;253;254;;;263;209;209;230;br
f;higher;city;yes;never;2g;1;1;1;0;0;1;1;1;360;514;377;;;320;217;286;div
f;professional;city;yes;min_once_a_month;5g;0;1;0;0;1;0;1;1;;269;;;282;;255;255;sep
m;higher;city;yes;sev_a_year;1g;0;1;0;0;0;1;1;1;;319;;;;223;283;281;child
m;higher;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;345;;;;311;312;306;child
f;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;244;;;;209;235;229;child
f;higher;city;yes;sev_a_year;11g;0;1;0;0;1;0;1;1;;230;;;240;;267;293;sep
m;general;city;yes;min_once_a_month;3g;0;1;0;0;1;1;1;0;;293;;;303;170;265;;education
f;professional;city;yes;sev_a_year;10g;1;0;1;0;1;1;1;1;237;;243;;258;223;220;220;marriage
f;professional;city;yes;sev_a_year;7g;1;0;0;0;1;1;1;1;337;;;;352;210;222;222;br
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;347;;;283;;205;238;sep
f;professional;city;yes;never;6g;0;0;0;0;0;1;1;1;;;;;;197;207;206;child
m;general;city;yes;sev_a_year;9g;1;0;1;0;1;1;1;0;401;;430;;330;290;236;;education
f;professional;town;no;never;6g;0;1;0;0;0;1;1;1;;285;;;;285;281;282;child
f;higher;town;yes;once_a_week;10g;1;1;1;1;0;1;1;0;238;227;400;238;;233;293;;education
f;higher;town;yes;sev_a_year;9g;1;0;0;0;1;1;1;0;389;;;;230;392;230;;education
f;professional;town;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;237;;;;253;272;267;partner
f;professional;town;no;never;11g;0;1;0;1;1;1;0;1;;231;;238;248;231;;204;work
m;professional;town;yes;never;9g;1;1;0;0;1;0;1;1;227;277;;;275;;222;237;sep
m;professional;town;yes;never;2g;0;1;0;0;1;1;0;1;;313;;;327;228;;275;work
m;professional;town;yes;never;8g;1;1;0;0;0;1;1;1;348;350;;;;348;267;223;child
f;professional;town;no;never;2g;0;1;0;0;0;1;1;1;;277;;;;227;241;251;child
f;professional;town;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;275;;;284;160;265;;education
f;professional;town;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;257;;;;208;221;220;child
m;higher;town;yes;never;10g;0;1;0;0;1;1;1;0;;282;;;330;186;245;;education
f;professional;town;no;never;11g;0;1;0;0;0;1;1;1;;288;;;;288;267;236;child
f;professional;town;yes;never;10g;0;1;0;0;0;1;1;1;;233;;;;233;232;231;child
f;professional;town;yes;never;4g;0;1;0;0;0;1;1;1;;219;;;;177;210;198;child
m;professional;town;yes;never;10g;1;1;0;1;1;1;1;1;310;249;;310;244;296;207;252;br
f;professional;town;yes;never;8g;0;1;0;0;1;1;1;1;;272;;;299;211;258;256;div
f;higher;town;yes;sev_a_year;7g;0;1;0;0;1;1;1;1;;302;;;342;209;257;254;div
m;professional;town;no;never;1g;0;1;0;1;1;1;1;1;;317;;441;330;239;223;295;partner
f;professional;town;yes;never;5g;0;1;0;0;0;1;1;1;;253;;;;210;232;231;child
f;professional;town;yes;never;6g;1;1;0;0;1;1;1;1;245;260;;;260;285;236;285;br
f;higher;town;yes;never;8g;0;1;0;0;0;1;1;1;;248;;;;274;284;270;child
f;higher;town;no;never;6g;0;1;0;0;1;1;0;1;;234;;;249;211;;256;work
m;professional;town;no;never;5g;0;1;0;0;0;1;1;1;;301;;;;249;196;196;child
f;professional;town;yes;once_a_week;2g;0;1;0;0;1;1;1;0;;218;;;227;218;210;;education
f;professional;town;yes;never;2g;0;1;0;0;0;1;1;1;;264;;;;201;248;246;child
f;professional;town;yes;sev_a_year;2g;1;1;1;1;1;1;1;0;180;276;331;333;295;224;224;;education
f;professional;town;yes;sev_a_week;6g;0;1;0;1;1;1;1;1;;242;;375;250;215;300;237;partner
m;professional;town;yes;never;5g;1;0;0;0;0;1;1;1;442;;;;;222;194;260;marriage
f;higher;town;yes;sev_a_year;7g;0;1;0;0;1;1;1;0;;294;;;307;186;221;;education
m;professional;town;yes;never;6g;0;1;0;0;0;1;1;1;;254;;;;223;207;218;child
f;general;town;yes;never;1g;0;1;0;0;1;0;1;1;;294;;;308;;148;255;sep
f;general;town;yes;never;3g;0;1;0;0;0;1;1;1;;229;;;;229;200;201;child
f;general;town;yes;never;2g;0;1;0;0;0;1;1;1;;227;;;;228;212;235;child
m;higher;town;no;never;2g;0;1;0;0;1;1;0;1;;293;;;314;212;;341;work
f;professional;town;yes;min_once_a_month;2g;0;1;0;0;0;1;1;1;;269;;;;210;245;243;child
f;higher;town;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;276;;;;211;270;268;child
f;professional;town;yes;sev_a_year;4g;0;1;0;0;1;1;0;1;;216;;;244;216;;246;work
f;professional;town;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;284;;;;210;226;234;child
f;professional;town;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;237;;;;237;224;222;child
m;professional;town;no;never;7g;0;1;0;0;0;1;1;1;;339;;;;335;241;208;child
f;general;town;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;215;;;;218;218;194;child
f;professional;town;yes;never;5g;0;1;0;0;1;0;1;1;;228;;;237;;226;225;sep
f;professional;town;yes;never;9g;0;1;0;1;1;0;1;1;;231;;238;232;;229;230;sep
m;professional;town;yes;sev_a_year;6g;0;1;0;0;1;1;1;0;;283;;;281;223;242;;education
f;general;town;yes;never;6g;0;1;0;0;1;0;1;1;;241;;;248;;207;226;sep
f;professional;town;yes;once_a_week;2g;0;1;0;0;0;1;1;1;;282;;;;282;229;227;child
f;professional;town;yes;sev_a_year;8g;0;1;0;0;1;1;1;1;;228;;;173;229;241;311;div
f;general;town;yes;sev_a_year;7g;1;1;0;1;1;1;1;1;272;213;;267;281;184;209;241;br
f;professional;town;yes;sev_a_year;9g;1;0;0;0;1;1;1;1;222;;;;244;204;229;227;br
f;higher;town;yes;sev_a_year;10g;0;1;0;0;1;1;0;1;;229;;;234;206;;275;work
m;professional;town;no;never;8g;0;1;0;0;0;1;0;1;;258;;;;258;;244;child
f;professional;town;yes;sev_a_year;6g;0;1;0;0;1;1;1;1;;197;;;212;197;198;357;partner
m;professional;town;no;never;4g;0;1;0;0;0;1;1;1;;270;;;;272;258;266;child
f;higher;town;yes;sev_a_year;5g;0;1;0;0;1;1;1;1;;397;;;413;206;267;266;div
f;professional;town;yes;never;10g;0;1;0;0;0;1;1;1;;260;;;;260;225;223;child
f;higher;town;yes;never;6g;1;1;0;1;1;1;1;1;375;267;;364;298;266;263;261;br
f;professional;town;yes;never;6g;1;1;0;1;1;1;1;1;375;298;;301;390;249;229;228;br
m;professional;town;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;265;;;;222;246;222;child
m;general;town;yes;never;6g;0;1;0;0;0;1;1;1;;259;;;;224;250;216;child
f;professional;town;yes;never;5g;1;1;0;0;1;1;1;1;245;304;;;256;292;228;227;br
f;higher;town;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;280;;;;216;286;285;child
f;professional;town;no;never;7g;0;1;0;0;0;1;1;1;;259;;;;212;246;245;child
f;professional;town;no;never;5g;1;1;0;0;1;1;1;1;265;277;;;274;277;230;228;br
f;professional;town;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;326;;;;303;240;239;child
m;higher;town;yes;never;4g;0;1;0;0;0;1;1;1;;264;;;;209;269;266;child
f;professional;town;yes;never;7g;0;1;0;0;1;1;1;1;;280;;;364;281;233;231;div
f;general;town;yes;once_a_week;2g;0;1;0;0;0;1;1;1;;218;;;;218;193;207;child
m;general;town;yes;never;2g;0;1;0;0;0;1;1;1;;295;;;;235;260;231;child
f;higher;town;no;never;7g;0;1;0;0;1;1;1;0;;247;;;257;247;290;;education
m;professional;town;no;never;9g;0;1;0;0;0;1;1;1;;297;;;;268;316;268;child
m;higher;town;yes;never;1g;0;1;0;0;1;0;1;1;;336;;;345;;463;438;sep
m;higher;town;yes;never;1g;0;1;0;0;0;1;1;1;;338;;;;245;338;337;child
m;general;town;no;never;9g;0;1;0;0;0;1;1;1;;268;;;;268;237;213;child
m;higher;town;no;never;10g;0;1;0;0;1;1;0;1;;250;;;268;204;;262;work
f;higher;town;yes;never;5g;0;1;0;0;1;1;1;1;;294;;;306;210;257;255;div
f;higher;town;yes;sev_a_year;10g;1;1;0;0;1;1;1;0;229;248;;;267;229;211;;education
f;professional;town;yes;min_once_a_month;5g;1;1;0;0;0;1;1;1;242;245;;;;217;234;235;child
m;professional;town;yes;never;6g;0;1;0;0;0;1;1;1;;317;;;;317;253;219;child
f;professional;town;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;223;227;;;239;180;230;225;br
m;general;town;no;never;8g;1;0;0;0;1;1;1;0;357;;;;257;295;244;;education
m;general;town;yes;sev_a_year;2g;1;1;0;1;0;1;1;1;343;297;;351;;297;192;139;child
f;professional;town;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;274;;;;205;239;238;child
m;professional;town;yes;sev_a_year;7g;1;1;0;0;1;1;1;0;274;279;;;284;256;218;;education
m;higher;town;yes;sev_a_year;9g;0;1;0;0;1;1;1;0;;248;;;259;308;240;;education
f;general;town;yes;sev_a_year;2g;1;1;1;1;1;0;1;1;229;235;245;245;251;;164;154;sep
f;professional;town;yes;never;3g;1;1;0;0;1;1;1;1;249;263;;;264;271;195;193;br
f;general;village;yes;sev_a_year;5g;1;1;0;0;1;1;1;1;646;229;;;245;229;200;443;br
f;professional;village;yes;sev_a_year;8g;0;1;0;0;1;1;1;1;;204;;;214;204;270;261;div
f;general;village;yes;sev_a_year;2g;1;1;0;0;1;1;1;1;244;254;;;253;244;237;274;br
f;general;village;yes;never;7g;1;1;0;1;1;1;1;1;406;224;;404;237;239;210;257;br
f;general;village;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;198;;;;198;198;187;child
f;higher;village;no;never;7g;0;1;0;0;0;1;1;1;;262;;;;211;270;269;child
f;general;village;yes;never;7g;1;1;0;1;1;1;1;1;312;234;;322;266;253;224;306;br
f;professional;village;yes;sev_a_year;7g;1;1;0;0;0;1;1;1;238;240;;;;200;242;240;child
f;general;village;yes;sev_a_year;9g;1;1;0;0;1;1;1;0;208;209;;;212;210;206;;education
f;professional;village;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;227;;;;230;235;219;child
f;general;village;yes;sev_a_year;9g;1;1;1;1;1;1;1;0;203;212;244;244;214;238;225;;education
f;general;village;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;207;;;;207;204;217;child
f;professional;village;yes;sev_a_year;7g;0;1;0;0;1;1;0;1;;227;;;235;227;;246;work
m;general;village;no;never;2g;0;1;0;0;1;0;1;1;;297;;;303;;257;197;sep
f;general;village;yes;never;5g;1;1;0;0;1;1;1;1;232;282;;;282;242;201;220;br
m;professional;village;yes;never;3g;0;1;0;0;0;1;1;1;;320;;;;208;280;244;child
m;higher;village;no;never;7g;0;1;0;0;1;1;0;1;;297;;;317;188;;329;work
f;general;village;no;never;7g;0;0;0;0;1;1;0;1;;;;;225;155;;206;work
m;general;village;no;never;7g;0;1;0;0;0;1;1;1;;309;;;;218;207;213;child
f;professional;village;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;248;;;;213;250;235;child
f;higher;village;no;never;7g;0;1;0;0;1;1;1;0;;241;;;253;207;244;;education
m;professional;village;yes;never;7g;0;1;0;0;1;0;1;1;;277;;;282;;238;273;sep
m;professional;village;yes;sev_a_year;8g;0;0;0;0;0;0;1;0;;;;;;;204;;education
f;professional;village;yes;never;7g;0;1;0;0;1;1;1;1;;232;;;253;222;232;234;partner
m;professional;village;yes;never;7g;0;1;0;0;1;1;1;0;;272;;;285;205;250;;education
m;general;village;no;never;6g;0;1;0;0;0;1;1;1;;248;;;;212;249;243;child
m;professional;village;yes;never;6g;1;1;1;0;0;1;1;1;272;274;310;;;250;256;254;div
m;general;village;yes;never;2g;0;1;0;1;0;0;1;1;;251;;257;;;332;183;partner
f;professional;village;yes;sev_a_year;9g;1;1;0;0;1;1;0;1;215;223;;;217;262;;271;work
f;professional;village;yes;never;5g;0;1;0;0;1;1;1;1;;254;;;262;219;242;240;div
f;general;village;yes;never;3g;0;0;0;0;1;0;1;1;;;;;275;;205;196;sep
f;professional;village;no;never;6g;0;1;0;0;0;1;1;1;;225;;;;185;229;229;child
f;general;village;yes;never;3g;1;1;0;0;1;1;0;1;255;268;;;267;237;;155;work
m;professional;village;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;252;;;;252;261;248;child
m;professional;village;no;never;11g;1;1;0;1;1;1;1;1;252;253;;309;252;265;225;249;br
m;general;village;no;never;7g;0;1;0;0;0;1;1;1;;278;;;;278;265;261;child
m;professional;village;yes;never;9g;1;0;0;0;0;1;1;1;372;;;;;372;236;249;child
f;higher;village;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;262;;;;205;227;263;child
f;general;village;yes;never;11g;0;0;0;0;0;0;1;1;;;;;;;258;257;sep
f;professional;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;242;;;;206;177;243;child
f;general;village;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;257;;;;215;165;203;child
m;general;village;no;never;8g;0;1;0;1;0;1;1;1;;246;;261;;233;241;217;child
f;general;village;yes;sev_a_week;6g;0;1;0;0;0;1;1;1;;269;;;;269;231;217;child
f;general;village;yes;never;4g;0;1;0;0;1;1;1;1;;251;;;277;251;215;446;partner
f;general;village;no;never;8g;0;1;0;0;1;1;1;1;;284;;;292;177;248;243;div
f;general;village;yes;never;5g;0;1;0;0;0;1;1;1;;228;;;;228;187;230;child
f;general;village;yes;sev_a_year;3g;1;1;0;0;0;1;1;1;292;299;;;;292;227;225;child
f;general;village;yes;never;8g;1;1;0;0;1;1;1;1;381;256;;;268;256;246;232;br
f;general;village;yes;never;6g;1;1;0;0;1;1;1;1;174;179;;;195;191;174;195;br
f;professional;village;yes;sev_a_year;8g;1;0;0;0;0;1;1;1;292;;;;;205;195;241;child
m;professional;village;yes;never;6g;0;1;0;0;1;1;1;0;;290;;;305;290;151;;education
f;professional;village;yes;sev_a_year;6g;0;1;0;0;1;1;0;1;;213;;;230;179;;278;work
m;professional;village;yes;never;9g;0;1;0;0;0;1;1;1;;322;;;;220;233;229;child
f;general;village;yes;min_once_a_month;10g;0;1;0;0;0;1;1;1;;235;;;;235;200;187;child
m;higher;village;yes;min_once_a_month;7g;0;1;0;0;1;1;1;0;;220;;;244;208;209;;education
f;professional;village;no;never;7g;1;1;0;0;1;1;1;1;236;255;;;267;216;204;249;br
f;professional;village;yes;min_once_a_month;4g;0;0;0;0;1;1;1;1;;;;;284;203;225;224;marriage
f;higher;village;yes;never;9g;0;1;0;0;1;1;1;0;;252;;;264;248;236;;education
f;professional;village;yes;sev_a_year;3g;0;0;0;0;0;1;0;0;;;;;;207;;;education
m;professional;village;yes;min_once_a_month;7g;1;1;0;0;0;1;1;1;271;274;;;;216;213;213;child
f;higher;village;no;never;6g;0;1;0;0;1;1;1;0;;244;;;169;244;208;;education
f;higher;village;yes;sev_a_year;9g;0;1;0;0;1;1;0;1;;240;;;259;261;;278;work
f;professional;village;no;never;7g;1;1;0;0;1;0;1;1;202;207;;;213;;221;220;sep
f;general;village;yes;min_once_a_month;2g;0;1;0;0;0;1;1;1;;233;;;;233;174;190;child
m;general;village;no;never;9g;1;1;0;0;1;1;1;1;248;254;;;264;255;234;206;br
f;higher;village;yes;sev_a_year;9g;1;1;0;0;1;1;1;0;257;259;;;277;234;234;;education
f;higher;village;yes;never;3g;0;1;0;0;0;1;1;1;;235;;;;206;287;287;child
f;general;village;yes;never;1g;0;0;0;0;0;0;1;1;;;;;;;211;190;child
m;general;village;yes;never;3g;0;1;0;0;0;1;1;1;;240;;;;237;240;227;child
f;professional;village;yes;sev_a_year;1g;0;0;0;0;0;1;1;0;;;;;;221;230;;education
m;general;village;yes;never;1g;0;1;0;0;0;1;1;1;;306;;;;306;138;295;child
f;general;village;yes;never;2g;0;1;0;0;0;1;1;1;;241;;;;241;241;216;child
m;general;village;yes;never;1g;0;1;0;0;0;1;1;1;;285;;;;285;285;231;child
f;general;village;yes;never;2g;0;0;0;0;0;0;1;1;;;;;;;205;256;sep
f;general;village;yes;never;1g;0;1;0;0;1;1;0;1;;228;;;234;228;;156;work
f;general;village;yes;never;2g;0;1;0;0;0;1;1;1;;239;;;;244;213;157;child
m;general;village;yes;never;1g;0;1;0;0;0;1;1;1;;271;;;;271;259;209;child
m;professional;town;yes;min_once_a_month;4g;0;1;0;0;1;0;1;1;;305;;;320;;254;230;sep
m;general;town;no;never;5g;0;1;0;0;1;0;1;1;;300;;;316;;237;237;sep
f;professional;town;yes;never;9g;0;0;0;0;0;0;1;1;;;;;;;257;258;sep
f;higher;town;yes;never;6g;0;1;0;0;0;1;1;1;;356;;;;230;230;253;child
f;higher;town;yes;never;6g;0;1;0;0;0;1;1;1;;400;;;;400;256;255;child
m;higher;town;yes;min_once_a_month;11g;0;1;0;0;0;1;0;1;;228;;;;228;;269;work
f;general;town;yes;never;11g;0;1;0;0;0;0;1;0;;229;;;;;196;;education
f;higher;town;yes;never;6g;1;1;0;1;1;1;1;1;377;242;;277;254;209;305;303;br
f;professional;town;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;271;;;;204;228;237;child
f;general;town;yes;never;1g;0;0;0;0;1;0;1;1;;;;;380;;120;155;sep
f;higher;town;yes;never;6g;0;1;0;0;1;1;0;1;;215;;;228;215;;266;work
f;professional;town;yes;never;8g;0;1;0;0;1;1;1;1;;289;;;312;243;241;240;div
f;professional;town;yes;never;7g;0;0;0;0;0;1;1;1;;;;;;209;243;242;marriage
f;professional;town;yes;never;8g;0;1;0;0;1;1;1;1;;250;;;264;250;253;245;div
m;professional;town;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;280;;;299;;232;245;sep
f;higher;town;yes;never;7g;0;1;0;0;0;1;1;1;;372;;;;372;290;292;child
m;professional;town;yes;sev_a_year;6g;1;1;0;0;0;1;1;1;200;284;;;;207;230;256;child
f;professional;town;yes;never;9g;0;1;0;0;0;1;0;1;;256;;;;256;;237;child
f;higher;town;yes;never;10g;0;0;0;0;0;0;0;1;;;;;;;;279;sep
m;professional;town;yes;sev_a_year;8g;0;1;0;0;1;0;0;1;;250;;;260;;;222;work
f;general;town;yes;never;1g;0;1;0;0;0;1;1;1;;286;;;;286;140;169;child
m;general;town;yes;once_a_week;3g;0;1;0;0;0;1;1;1;;329;;;;329;192;158;child
f;general;town;yes;never;3g;0;1;0;0;0;1;1;1;;274;;;;274;291;220;child
m;general;town;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;368;;;;361;242;241;child
f;professional;town;yes;never;6g;1;1;0;0;1;1;0;1;193;217;;;204;193;;237;work
f;professional;town;yes;min_once_a_month;4g;0;1;0;0;0;1;1;1;;271;;;;221;220;195;child
m;higher;town;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;311;;;;311;266;265;child
m;professional;town;yes;sev_a_year;8g;0;1;0;0;1;0;1;1;;277;;;385;;240;240;sep
f;higher;town;yes;never;7g;0;1;0;0;1;1;1;0;;263;;;273;168;237;;education
m;general;town;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;287;;;;169;145;144;child
m;professional;town;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;288;;;;288;246;257;child
f;general;town;yes;never;4g;0;1;0;0;0;1;1;1;;286;;;;286;203;226;child
f;professional;town;yes;never;10g;0;1;0;0;0;1;1;1;;255;;;;255;244;243;child
m;professional;town;yes;min_once_a_month;10g;0;1;0;0;0;0;1;1;;253;;;;;241;218;child
f;higher;town;yes;never;8g;0;1;0;0;0;1;1;1;;282;;;;282;266;263;child
m;general;town;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;362;;;;207;217;216;child
m;higher;town;yes;once_a_week;7g;0;1;0;0;0;1;1;1;;340;;;;302;326;302;child
f;general;town;yes;never;3g;0;1;0;0;0;1;1;1;;239;;;;239;175;204;child
